;name;categories;address;cc;city;country;crossStreet;distance;formattedAddress;labeledLatLngs;lat;lng;neighborhood;postalCode;state;id
7323;La Fabrica;Tapas Restaurant;57 Stroud Green;GB;London;United Kingdom;;1811;['57 Stroud Green', 'London', 'N4 3EF', 'United Kingdom'];[{'label': 'display', 'lat': 51.56768655492695, 'lng': -0.10915687777049161}];5.156.768.655.492.690;-0.10915687777049161;;N4 3EF;;54fa0390498ea02237d9cbf1
7330;CÃ´te Brasserie;French Restaurant;Muswell Hill Broadway;GB;;United Kingdom;;2106;['Muswell Hill Broadway', 'United Kingdom'];[{'label': 'display', 'lat': 51.592233470910664, 'lng': -0.14314734220941672}];51.592.233.470.910.600;-0.14314734220941672;;;;54709b56498ea81c5ed5f507
7334;kosk restaurant;Turkish Restaurant;Houndsfield Road;GB;;United Kingdom;;582;['Houndsfield Road', 'United Kingdom'];[{'label': 'display', 'lat': 51.63324271128624, 'lng': -0.05404500631672261}];5.163.324.271.128.620;-0.05404500631672261;;;;573af36b498e7a1bb2890de4
7335;Kervan Sofrasi;Turkish Restaurant;80 Church Street;GB;Lower Edmonton;United Kingdom;;640;['80 Church Street', 'Lower Edmonton', 'Greater London', 'N9 9PB', 'United Kingdom'];[{'label': 'display', 'lat': 51.62554982408459, 'lng': -0.06477015083258286}];5.162.554.982.408.450;-0.06477015083258286;;N9 9PB;Greater London;4bd7270b7b1876b096be8d86
7343;Gunaydin Restaurant;Turkish Restaurant;;GB;;United Kingdom;;970;['United Kingdom'];[{'label': 'display', 'lat': 51.62027849149256, 'lng': -0.06227822440756238}];5.162.027.849.149.250;-0.06227822440756238;;;;55218b8d498eb54744fac686
7345;Gunaydin Et Lokantasi;Turkish Restaurant;;GB;;United Kingdom;;1000;['United Kingdom'];[{'label': 'display', 'lat': 51.620015885238914, 'lng': -0.06238736209150565}];51.620.015.885.238.900;-0.06238736209150565;;;;54553a2d498e3279f6088f7a
7347;Capital Restaurant;Turkish Restaurant;271 Fore St;GB;Edmonton;United Kingdom;;1275;['271 Fore St', 'Edmonton', 'Greater London', 'N9 0PD', 'United Kingdom'];[{'label': 'display', 'lat': 51.617659, 'lng': -0.063618}];51.617.659;-0.063618;;N9 0PD;Greater London;4fa03882e4b0bf3fb7f7ab59
7350;Pizza Hut;Pizza Place;;GB;Enfield;United Kingdom;;1764;['Enfield', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.613233914528, 'lng': -0.06474623258623703}];51.613.233.914.528;-0.06474623258623703;;;Greater London;4dd42d8f52b18e28aa0f0dae
7369;Antepli DÃ¼rÃ¼mcÃ¼sÃ¼;Turkish Restaurant;;GB;Edmonton;United Kingdom;;1664;['Edmonton', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.61459503685665, 'lng': -0.06640363152377499}];5.161.459.503.685.660;-0.06640363152377499;;;Greater London;517b75ffe4b03ec76305d9fe
7371;Gazan Restaurant;Turkish Restaurant;170-172 High St;GB;Enfield;United Kingdom;;1915;['170-172 High St', 'Enfield', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.64427529164461, 'lng': -0.046495800678165035}];5.164.427.529.164.460;-0.046495800678165035;;;Greater London;51fc1992498e7a8fee01dd5a
7378;Pizza Hut;Pizza Place;Enfield Leisure Park;GB;Enfield Leisure Park;United Kingdom;;2477;['Enfield Leisure Park', 'Enfield Leisure Park', 'EN1 1YQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.650235053326526, 'lng': -0.06219430842408511}];51.650.235.053.326.500;-0.06219430842408511;;EN1 1YQ;;4bd85d3335aad13a8fa790f3
7384;Vadi Restaurant;Turkish Restaurant;314-316 High St.;GB;Enfield;United Kingdom;;2315;['314-316 High St.', 'Enfield', 'Greater London', 'En3 4hf', 'United Kingdom'];[{'label': 'display', 'lat': 51.64808095186667, 'lng': -0.04649137792573196}];5.164.808.095.186.660;-0.04649137792573196;;En3 4hf;Greater London;4cae7a8075ebb60cffffb4ad
7389;Premier Cafe;Breakfast Spot;;GB;;United Kingdom;;2073;['United Kingdom'];[{'label': 'display', 'lat': 51.643104, 'lng': -0.038484}];51.643.104;-0.038484;;;;51d3df88498e3f65e17a0dba
7424;Dishoom;Indian Restaurant;5 Stable St;GB;London;United Kingdom;;1250;['5 Stable St', 'London', 'Greater London', 'N1C 4AB', 'United Kingdom'];[{'label': 'display', 'lat': 51.536080351111146, 'lng': -0.12573342388615466}];51.536.080.351.111.100;-0.12573342388615466;King's Cross;N1C 4AB;Greater London;53cd09ab498e5a7d7b19b4c1
7425;The Coal Office;Restaurant;2 Bagley Walk;GB;King's Cross;United Kingdom;Coal Drops Yard;1174;"['2 Bagley Walk (Coal Drops Yard)', ""King's Cross"", 'Greater London', 'N1C 4PQ', 'United Kingdom']";[{'label': 'display', 'lat': 51.534877, 'lng': -0.126331}];51.534.877;-0.126331;;N1C 4PQ;Greater London;5b61fe6db25fee002c7e7be0
7435;OPSO;Greek Restaurant;10 Paddington St;GB;London;United Kingdom;at Nottingham St;1479;['10 Paddington St (at Nottingham St)', 'London', 'Greater London', 'W1U 5QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.520784, 'lng': -0.152891}];51.520.784;-0.152891;;W1U 5QL;Greater London;53ad4446498e59958f1d8678
7440;Bonnie Gull Seafood Shack;Seafood Restaurant;21A Foley St.;GB;Fitzrovia;United Kingdom;;1478;['21A Foley St.', 'Fitzrovia', 'Greater London', 'W1W 6DS', 'United Kingdom'];[{'label': 'display', 'lat': 51.51934665823996, 'lng': -0.14008928735069942}];5.151.934.665.823.990;-0.14008928735069942;;W1W 6DS;Greater London;5069e4a9e4b04cedfd9b4f65
7441;Homeslice;Pizza Place;52 Wells St;GB;London;United Kingdom;;1575;['52 Wells St', 'London', 'Greater London', 'W1T 3PR', 'United Kingdom'];[{'label': 'display', 'lat': 51.51847684708113, 'lng': -0.13999606534701844}];5.151.847.684.708.110;-0.13999606534701844;;W1T 3PR;Greater London;55e04203498e7faa02180c62
7443;Scandinavian Kitchen;Scandinavian Restaurant;61 Great Titchfield St;GB;London;United Kingdom;;1533;['61 Great Titchfield St', 'London', 'Greater London', 'W1W 7PP', 'United Kingdom'];[{'label': 'display', 'lat': 51.518806969978364, 'lng': -0.1407584619952256}];51.518.806.969.978.300;-0.1407584619952256;;W1W 7PP;Greater London;4ad6d40cf964a5204c0821e3
7447;Pizza Union;Pizza Place;246-250 Pentonville Rd;GB;London;United Kingdom;Kings Cross Rd;1596;['246-250 Pentonville Rd (Kings Cross Rd)', 'London', 'Greater London', 'N1 9JY', 'United Kingdom'];[{'label': 'display', 'lat': 51.53098437323851, 'lng': -0.11993333707884483}];5.153.098.437.323.850;-0.11993333707884483;Caledonian;N1 9JY;Greater London;5570465a498eb53da6d0e9d4
7448;Roka;Japanese Restaurant;37 Charlotte St;GB;London;United Kingdom;Percy St;1594;['37 Charlotte St (Percy St)', 'London', 'Greater London', 'W1T 1RR', 'United Kingdom'];[{'label': 'display', 'lat': 51.518991726911956, 'lng': -0.13530794291545714}];51.518.991.726.911.900;-0.13530794291545714;Fitzrovia;W1T 1RR;Greater London;4b2fd935f964a52023f124e3
7454;Bao;Asian Restaurant;31 Windmill St;GB;Fitzrovia;United Kingdom;;1632;['31 Windmill St', 'Fitzrovia', 'Greater London', 'W1T 2JN', 'United Kingdom'];[{'label': 'display', 'lat': 51.51898470926469, 'lng': -0.13377785682678223}];5.151.898.470.926.460;-0.13377785682678223;Fitzrovia, London, Greater London;W1T 2JN;Greater London;577eb66c498ecb4ecf70e592
7459;Tombo;Japanese Restaurant;4 Windmill St;GB;Fitzrovia;United Kingdom;;1659;['4 Windmill St', 'Fitzrovia', 'Greater London', 'W1T 2HZ', 'United Kingdom'];[{'label': 'display', 'lat': 51.518586624097736, 'lng': -0.13432260028575108}];51.518.586.624.097.700;-0.13432260028575108;;W1T 2HZ;Greater London;596cf225b3c9615cca08d133
7461;Le Relais de Venise Lâ€™EntrecÃ´te;French Restaurant;120 Marylebone Ln;GB;Marylebone;United Kingdom;;1702;['120 Marylebone Ln', 'Marylebone', 'Greater London', 'W1U 2QG', 'United Kingdom'];[{'label': 'display', 'lat': 51.51810447945907, 'lng': -0.15106168619426952}];5.151.810.447.945.900;-0.15106168619426952;;W1U 2QG;Greater London;4b6ace9ef964a5203ee12be3
7468;Chiltern Firehouse;Modern European Restaurant;1 Chiltern St;GB;London;United Kingdom;;1755;['1 Chiltern St', 'London', 'Greater London', 'W1U 7PA', 'United Kingdom'];[{'label': 'display', 'lat': 51.518618807962646, 'lng': -0.1548353316626099}];51.518.618.807.962.600;-0.1548353316626099;;W1U 7PA;Greater London;5305f35711d21b05c826da58
7474;Berners Tavern;English Restaurant;10 Berners St;GB;Fitzrovia;United Kingdom;;1814;['10 Berners St', 'Fitzrovia', 'Greater London', 'W1T 3NP', 'United Kingdom'];[{'label': 'display', 'lat': 51.51671325674457, 'lng': -0.13644635961230464}];5.151.671.325.674.450;-0.13644635961230464;;W1T 3NP;Greater London;522785b4498e2fd934ee3923
7481;Hakkasan;Chinese Restaurant;8 Hanway Pl;GB;London;United Kingdom;;1895;['8 Hanway Pl', 'London', 'Greater London', 'W1T 1HD', 'United Kingdom'];[{'label': 'display', 'lat': 51.51722297794206, 'lng': -0.13083490819357613}];5.151.722.297.794.200;-0.13083490819357613;;W1T 1HD;Greater London;4ac518e6f964a52028ab20e3
7486;Carousel;Restaurant;71 Blandford St;GB;London;United Kingdom;;1867;['71 Blandford St', 'London', 'Greater London', 'W1U 8AB', 'United Kingdom'];[{'label': 'display', 'lat': 51.51799163692346, 'lng': -0.15635577459019376}];5.151.799.163.692.340;-0.15635577459019376;;W1U 8AB;Greater London;53f62a59498ea58f17690a49
7487;Zoilo;Argentinian Restaurant;9 Duke St;GB;London;United Kingdom;;1951;['9 Duke St', 'London', 'Greater London', 'W1U 3EG', 'United Kingdom'];[{'label': 'display', 'lat': 51.51599484488055, 'lng': -0.1522596937262326}];5.151.599.484.488.050;-0.1522596937262326;;W1U 3EG;Greater London;509147d4e4b045f756c349f5
7492;Franco Manca;Pizza Place;51 Berwick St;GB;London;United Kingdom;;1960;['51 Berwick St', 'London', 'Greater London', 'W1F 8SJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.5153661387979, 'lng': -0.1364338513869081}];515.153.661.387.979;-0.1364338513869081;;W1F 8SJ;Greater London;55523b6c498e20b770687f75
7495;& Other Stories;Women's Store;256-258 Regent St;GB;London;United Kingdom;;1964;['256-258 Regent St', 'London', 'Greater London', 'W1B 3AF', 'United Kingdom'];[{'label': 'display', 'lat': 51.51490959025801, 'lng': -0.14111725295179028}];5.151.490.959.025.800;-0.14111725295179028;;W1B 3AF;Greater London;5139e79fe4b0bcfbb517fb3a
7499;Rubio;Pizza Place;43 Park Parade;GB;London;United Kingdom;;414;['43 Park Parade', 'London', 'Greater London', 'NW10 4JD', 'United Kingdom'];[{'label': 'display', 'lat': 51.537217, 'lng': -0.241696}];51.537.217;-0.241696;;NW10 4JD;Greater London;57c9cb18498e310e8bf546f3
7500;Centro Galego;Spanish Restaurant;869 Harrow Rd;GB;London;United Kingdom;;1045;['869 Harrow Rd', 'Brent', 'Greater London', 'NW10 5NG', 'United Kingdom'];[{'label': 'display', 'lat': 51.53223373823622, 'lng': -0.23686253282393727}];5.153.223.373.823.620;-0.23686253282393727;;NW10 5NG;Greater London;4b77f5e8f964a52042b02ee3
7502;Behesht;Persian Restaurant;1082-1086 Harrow Rd;GB;Kensal Green;United Kingdom;;1279;['1082-1086 Harrow Rd', 'Kensal Green', 'Greater London', 'NW10 5NL', 'United Kingdom'];[{'label': 'display', 'lat': 51.53192629218421, 'lng': -0.23251962354694167}];5.153.192.629.218.420;-0.23251962354694167;;NW10 5NL;Greater London;4bca3175b6c49c74be019091
7506;Shayona;Indian Restaurant;54-62 Meadow Garth;GB;Neasden;United Kingdom;;1457;['54-62 Meadow Garth', 'Neasden', 'Greater London', 'NW10 8HD', 'United Kingdom'];[{'label': 'display', 'lat': 51.54792011828529, 'lng': -0.2625405115450492}];5.154.792.011.828.520;-0.2625405115450492;;NW10 8HD;Greater London;4bbde11a593fef3b6ef00356
7507;The Social;Tapas Restaurant;21 Walm Lane;GB;Willesden;United Kingdom;;1888;['21 Walm Lane', 'Willesden', 'Greater London', 'NW2 5SH', 'United Kingdom'];[{'label': 'display', 'lat': 51.54812652468828, 'lng': -0.22291773963241338}];5.154.812.652.468.820;-0.22291773963241338;Willesden Green, London, Greater London;NW2 5SH;Greater London;54bbec98498ee20b9c54118c
7509;Sacro Cuore;Pizza Place;45 Chamberlayne Rd;GB;London;United Kingdom;;2170;['45 Chamberlayne Rd', 'London', 'Greater London', 'NW10 3NB', 'United Kingdom'];[{'label': 'display', 'lat': 51.532032741324734, 'lng': -0.21745364089091002}];51.532.032.741.324.700;-0.21745364089091002;;NW10 3NB;Greater London;500412ffe4b0cad517a3ac39
7512;Tong Kanom Thai;Thai Restaurant;833 Harrow Rd;GB;Willesden;United Kingdom;;1124;['833 Harrow Rd', 'Willesden', 'Greater London', 'NW10 5NH', 'United Kingdom'];[{'label': 'display', 'lat': 51.53259689489965, 'lng': -0.23456474314035206}];5.153.259.689.489.960;-0.23456474314035206;;NW10 5NH;Greater London;4c8bc6a5ed3ab60c2b526121
7515;Comptoir Mezze;Moroccan Restaurant;Station Terrace;GB;London;United Kingdom;Kensal Rise;1996;['Station Terrace (Kensal Rise)', 'London', 'Greater London', 'N W10', 'United Kingdom'];[{'label': 'display', 'lat': 51.53384050008793, 'lng': -0.21905068143923864}];5.153.384.050.008.790;-0.21905068143923864;;N W10;Greater London;4fb940c3e4b02380cbf52a69
7516;Manos Grill;Portuguese Restaurant;1026 Harrow Road;GB;Brent Park;United Kingdom;;1456;['1026 Harrow Road', 'Brent Park', 'Greater London', 'NW10 5NS', 'United Kingdom'];[{'label': 'display', 'lat': 51.531005690887156, 'lng': -0.2304224895381074}];51.531.005.690.887.100;-0.2304224895381074;;NW10 5NS;Greater London;4e2b259c6284b96d7b83cf19
7525;Kadiris;Indian Restaurant;26 High Rd.;GB;London;United Kingdom;;1638;['26 High Rd.', 'Brent', 'Greater London', 'Nw10 2qd', 'United Kingdom'];[{'label': 'display', 'lat': 51.547509688906885, 'lng': -0.226541337654239}];51.547.509.688.906.800;-0.226541337654239;;Nw10 2qd;Greater London;4bb870b598c7ef3b2c193102
7526;Beirut Nights;Lebanese Restaurant;Abbey Rd;GB;North Acton;United Kingdom;;1902;['Abbey Rd', 'North Acton', 'Greater London', 'NW10 7RB', 'United Kingdom'];[{'label': 'display', 'lat': 51.5299107582951, 'lng': -0.26913694432730034}];515.299.107.582.951;-0.26913694432730034;;NW10 7RB;Greater London;4fc385a5e4b09b4ea9ca86a6
7528;Sushi Masa;Sushi Restaurant;33B Walm Lane;GB;Willesden;United Kingdom;;1953;['33B Walm Lane', 'Willesden', 'Greater London', 'NW2 5SH', 'United Kingdom'];[{'label': 'display', 'lat': 51.548498, 'lng': -0.222167}];51.548.498;-0.222167;;NW2 5SH;Greater London;56b3972b498ee890dbababad
7530;Mezzo Roma;Italian Restaurant;;GB;;United Kingdom;;1606;['United Kingdom'];[{'label': 'display', 'lat': 51.54746219824265, 'lng': -0.22704981367084043}];5.154.746.219.824.260;-0.22704981367084043;;;;505b2ea8e4b0003cab6b9b7f
7533;Paradise by Way of Kensal Green;Restaurant;19 Kilburn Ln;GB;Kensal Green;United Kingdom;;2392;['19 Kilburn Ln', 'Kensal Green', 'Greater London', 'W10 4AE', 'United Kingdom'];[{'label': 'display', 'lat': 51.5290112324292, 'lng': -0.216266277775487}];515.290.112.324.292;-0.216266277775487;;W10 4AE;Greater London;4ac518c4f964a5209ba420e3
7534;Fitou's;Thai Restaurant;1 Dalgarno Gdns;GB;London;United Kingdom;;2387;['1 Dalgarno Gdns', 'North Kensington', 'Greater London', 'W10 5LL', 'United Kingdom'];[{'label': 'display', 'lat': 51.521972704729535, 'lng': -0.22657453762674395}];51.521.972.704.729.500;-0.22657453762674395;;W10 5LL;Greater London;4bd1909b9854d13a39b6f94d
7537;Mezzoroma Lounge;Restaurant;66 Walm Ln;GB;London;United Kingdom;;1933;['66 Walm Ln', 'London', 'Greater London', 'NW2 4RA', 'United Kingdom'];[{'label': 'display', 'lat': 51.54835691996346, 'lng': -0.2223682807592291}];5.154.835.691.996.340;-0.2223682807592291;;NW2 4RA;Greater London;4f61fd0be4b08e537e381946
7545;Kitty's Cafe;Thai Restaurant;School Road;GB;London;United Kingdom;St Leonard's Road;1789;"[""School Road (St Leonard's Road)"", 'London', 'Greater London', 'W3', 'United Kingdom']";[{'label': 'display', 'lat': 51.52546590364814, 'lng': -0.25897128925773416}];5.152.546.590.364.810;-0.25897128925773416;;W3;Greater London;4b520becf964a520d96327e3
7548;Sabores Brazilian;Restaurant;;GB;;United Kingdom;;1300;['United Kingdom'];[{'label': 'display', 'lat': 51.55070616798863, 'lng': -0.24106840685555284}];5.155.070.616.798.860;-0.24106840685555284;;;;535ffe1f498ec6dcfe241e51
7555;The Common Restaurant and Bar;Modern European Restaurant;Nash House, Old Oak Ln;GB;London;United Kingdom;;1195;['Nash House, Old Oak Ln', 'London', 'Greater London', 'NW10 6FF', 'United Kingdom'];[{'label': 'display', 'lat': 51.52902560679606, 'lng': -0.25016196180711514}];5.152.902.560.679.600;-0.25016196180711514;;NW10 6FF;Greater London;576bcac7498ecde6cd2aa37f
7558;paradise  unbakery;Vegetarian / Vegan Restaurant;59 Chamberlayne Road;GB;London;United Kingdom;;2058;['59 Chamberlayne Road', 'London', 'Greater London', 'NW10 3ND', 'United Kingdom'];[{'label': 'display', 'lat': 51.533272, 'lng': -0.218417}];51.533.272;-0.218417;;NW10 3ND;Greater London;57a30d24cd10e10006a0e54a
7565;Bel & Nev;Breakfast Spot;;GB;London;United Kingdom;;1963;['London', 'NW10 5RX', 'United Kingdom'];[{'label': 'display', 'lat': 51.533965, 'lng': -0.219492}];51.533.965;-0.219492;;NW10 5RX;;5569971c498e7fe0895c0074
7567;Sandflames Gourment Grill;Halal Restaurant;;GB;;United Kingdom;;2020;['United Kingdom'];[{'label': 'display', 'lat': 51.522964, 'lng': -0.258393}];51.522.964;-0.258393;;;;5581dedc498ee4c667f4ef36
7568;Casa Bardotti, Pizzeria and Coffee Shop;Pizza Place;Studio 1 Europa Studios;GB;London;United Kingdom;Victoria Road;1826;['Studio 1 Europa Studios (Victoria Road)', 'London', 'Greater London', 'NW10 6ND', 'United Kingdom'];[{'label': 'display', 'lat': 51.52457987138461, 'lng': -0.2573552864102431}];5.152.457.987.138.460;-0.2573552864102431;;NW10 6ND;Greater London;50194949e4b0b657aef0602a
7569;Shishlique;Turkish Restaurant;55 Chamberlayne Road;GB;London;United Kingdom;;2061;['55 Chamberlayne Road', 'London', 'Greater London', 'NW10 3ND', 'United Kingdom'];[{'label': 'display', 'lat': 51.533223171135276, 'lng': -0.21841228538465848}];51.533.223.171.135.200;-0.21841228538465848;;NW10 3ND;Greater London;5391b80d498efe9a0e812d21
7570;Nando's;Portuguese Restaurant;Great Central Way;GB;London;United Kingdom;Tesco Extra;1739;['Great Central Way (Tesco Extra)', 'London', 'Greater London', 'NW10 0TL', 'United Kingdom'];[{'label': 'display', 'lat': 51.553891505216455, 'lng': -0.25623834768504633}];51.553.891.505.216.400;-0.25623834768504633;;NW10 0TL;Greater London;4e3af32fa809ec55444205ef
7571;Nando's;Portuguese Restaurant;29 Chamberlayne Rd;GB;Kensal Green;United Kingdom;;2246;['29 Chamberlayne Rd', 'Kensal Green', 'Greater London', 'NW10 3NB', 'United Kingdom'];[{'label': 'display', 'lat': 51.531231472131395, 'lng': -0.2168171363794627}];51.531.231.472.131.300;-0.2168171363794627;;NW10 3NB;Greater London;50f711cce4b009827bf70ad8
7573;Firezza;Pizza Place;76 Walm Lane;GB;Willesden;United Kingdom;;1969;['76 Walm Lane', 'Willesden', 'Greater London', 'NW2 4RA', 'United Kingdom'];[{'label': 'display', 'lat': 51.54867336642708, 'lng': -0.22208237858930316}];5.154.867.336.642.700;-0.22208237858930316;;NW2 4RA;Greater London;4dce9d5ffa7664b7c6abc36b
7574;Charcoal Grill;Halal Restaurant;13 Walm Lane;GB;London;United Kingdom;;1853;['13 Walm Lane', 'London', 'Greater London', 'NW2 5SJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.54799803155359, 'lng': -0.22337255919763438}];5.154.799.803.155.350;-0.22337255919763438;;NW2 5SJ;Greater London;5391cfaf498e1eb3d52a8a44
7575;Barbar;Lebanese Restaurant;School Rd;GB;Ealing;United Kingdom;;1781;['School Rd', 'Ealing', 'Greater London', 'NW10 6TD', 'United Kingdom'];[{'label': 'display', 'lat': 51.52496979863113, 'lng': -0.25716846932488924}];5.152.496.979.863.110;-0.25716846932488924;;NW10 6TD;Greater London;4bc9aef5937ca593321da692
7578;Curry Nights;Indian Restaurant;58 Chamberlayne Road;GB;London;United Kingdom;;2168;['58 Chamberlayne Road', 'Brent', 'Greater London', 'N W10', 'United Kingdom'];[{'label': 'display', 'lat': 51.531931159570384, 'lng': -0.2175634114914679}];51.531.931.159.570.300;-0.2175634114914679;;N W10;Greater London;4be5c301cf200f4701b0133c
